Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-01-29 00:00:00-05:00,25.352056299809202,25.352056299809202,25.22592666647682,25.33403778076172,1003200,0.0,0
1993-02-01 00:00:00-05:00,25.352039369486146,25.514205932617188,25.352039369486146,25.514205932617188,480500,0.0,0
1993-02-02 00:00:00-05:00,25.496201384143145,25.58629396853941,25.442145833505386,25.568275451660156,201300,0.0,0
1993-02-03 00:00:00-05:00,25.604302311874665,25.85656144795225,25.58628380215484,25.838542938232422,529400,0.0,0
1993-02-04 00:00:00-05:00,25.92863866885503,26.000712716579436,25.640342477957407,25.946657180786133,531500,0.0,0
1993-02-05 00:00:00-05:00,25.928630828857422,25.98268634830605,25.784482776994423,25.928630828857422,492100,0.0,0
1993-02-08 00:00:00-05:00,25.928630828857422,26.0187233612718,25.892593815891672,25.928630828857422,596100,0.0,0
1993-02-09 00:00:00-05:00,25.838553354571633,25.838553354571633,25.694405218702332,25.74846076965332,122100,0.0,0
1993-02-10 00:00:00-05:00,25.748459275496916,25.802514823311114,25.67638521174465,25.784496307373047,379600,0.0,0
1993-02-11 00:00:00-05:00,25.82054238326029,26.018746128002693,25.82054238326029,25.910634994506836,19500,0.0,0
1993-02-12 00:00:00-05:00,25.874576539198,25.874576539198,25.71240997314453,25.71240997314453,42500,0.0,0
1993-02-16 00:00:00-05:00,25.640337774686724,25.640337774686724,25.027708481405384,25.063745498657227,374800,0.0,0
1993-02-17 00:00:00-05:00,25.063741467153424,25.099778478608716,24.955630432787558,25.04572296142578,210900,0.0,0
1993-02-18 00:00:00-05:00,25.334030417764332,25.334030417764332,24.685363920581178,25.0277156829834,378100,0.0,0
1993-02-19 00:00:00-05:00,25.02770912082842,25.117801666259766,24.99167210265588,25.117801666259766,34900,0.0,0
1993-02-22 00:00:00-05:00,25.189876769081536,25.24393229862892,25.11780272968502,25.207895278930664,513600,0.0,0
1993-02-23 00:00:00-05:00,25.279965276540775,25.297983783509085,25.063743192921038,25.18987274169922,373700,0.0,0
1993-02-24 00:00:00-05:00,25.207891313369664,25.514205932617188,25.207891313369664,25.514205932617188,26300,0.0,0
1993-02-25 00:00:00-05:00,25.496201384143145,25.58629396853941,25.442145833505386,25.568275451660156,44500,0.0,0
1993-02-26 00:00:00-05:00,25.622329505206327,25.622329505206327,25.47818137859476,25.604310989379883,66200,0.0,0
1993-03-01 00:00:00-05:00,25.694393139114325,25.694393139114325,25.496189545474596,25.5322265625,66500,0.0,0
1993-03-02 00:00:00-05:00,25.550264549520648,25.910634994506836,25.51422750502203,25.910634994506836,182400,0.0,0
1993-03-03 00:00:00-05:00,25.946654216734654,26.036746766098318,25.91061719698919,26.018728256225586,280100,0.0,0
1993-03-04 00:00:00-05:00,26.05475972157003,26.05475972157003,25.874574661254883,25.874574661254883,89500,0.0,0
1993-03-05 00:00:00-05:00,25.91061463435935,26.01872568290327,25.784485077724778,25.80250358581543,40000,0.0,0
1993-03-08 00:00:00-05:00,25.85657144504818,26.379108428955078,25.85657144504818,26.379108428955078,50800,0.0,0
1993-03-09 00:00:00-05:00,26.32504420839327,26.343062719145077,26.234951654634223,26.28900718688965,169300,0.0,0
1993-03-10 00:00:00-05:00,26.289002110628687,26.34305763244629,26.180891066993475,26.34305763244629,194400,0.0,0
1993-03-11 00:00:00-05:00,26.361063792381756,26.433137787712944,26.23493430055218,26.270971298217773,70900,0.0,0
1993-03-12 00:00:00-05:00,26.054753594983392,26.07277209677799,25.83853157344826,26.00069808959961,643600,0.0,0
1993-03-15 00:00:00-05:00,25.982686814932986,26.126834869384766,25.982686814932986,26.126834869384766,310800,0.0,0
1993-03-16 00:00:00-05:00,26.126834869384766,26.198908896610654,26.126834869384766,26.126834869384766,30800,0.0,0
1993-03-17 00:00:00-05:00,26.09080932108914,26.09080932108914,25.92864268856856,25.964679718017578,21800,0.0,0
1993-03-18 00:00:00-05:00,26.072779348965348,26.234945910223598,26.072779348965348,26.126834869384766,59300,0.0,0
1993-03-19 00:00:00-05:00,26.23214547357817,26.23214547357817,26.087316513061523,26.087316513061523,66900,0.213,0
1993-03-22 00:00:00-05:00,25.833852700062426,25.99678519782035,25.815749089200434,25.942474365234375,183400,0.0,0
1993-03-23 00:00:00-05:00,26.014884003025575,26.032987610543337,25.960573180472284,25.996780395507812,55200,0.0,0
1993-03-24 00:00:00-05:00,25.960573180472284,26.10540204061439,25.833847927847945,25.996780395507812,37200,0.0,0
1993-03-25 00:00:00-05:00,26.01488108651448,26.21402074688446,25.97867387553812,26.159709930419922,110100,0.0,0
1993-03-26 00:00:00-05:00,26.141608289321763,26.15971189617032,25.996779434533273,26.014883041381836,101500,0.0,0
1993-03-29 00:00:00-05:00,26.032988505320507,26.25023180300051,26.032988505320507,26.123506546020508,87100,0.0,0
1993-03-30 00:00:00-05:00,26.159706109131957,26.195913314819336,26.123498903444574,26.195913314819336,56000,0.0,0
1993-03-31 00:00:00-05:00,26.26833634224835,26.340750777375153,26.177818298339844,26.177818298339844,111600,0.0,0
1993-04-01 00:00:00-05:00,26.214041853513592,26.214041853513592,26.03300565286778,26.087316513061523,129500,0.0,0
1993-04-02 00:00:00-05:00,25.870073695625504,25.870073695625504,25.544208526611328,25.544208526611328,59400,0.0,0
1993-04-05 00:00:00-04:00,25.743335772300473,25.743335772300473,25.598506879066715,25.670921325683594,172200,0.0,0
1993-04-06 00:00:00-04:00,25.72521879177282,25.72521879177282,25.526079167065223,25.598493576049805,129700,0.0,0
1993-04-07 00:00:00-04:00,25.63472646185006,25.689037322998047,25.580415600702075,25.689037322998047,28000,0.0,0
1993-04-08 00:00:00-04:00,25.797641824144836,25.797641824144836,25.5441913079778,25.652812957763672,180800,0.0,0
1993-04-12 00:00:00-04:00,25.90626140029047,26.032986648230395,25.87005418659335,26.014883041381836,348500,0.0,0
